dataset,filename,ita,category
healthy,Male_Normal-0210.jpg,-93.54,Dark
healthy,Male_Normal-0211.jpg,-94.52,Dark
healthy,Male_Normal-0212.jpg,35.35,Intermediate
healthy,Male_Normal-0213.jpg,-93.07,Dark
healthy,Male_Normal-0214.jpg,-93.73,Dark
healthy,Male_Normal-0215.jpg,-87.26,Dark
healthy,Male_Normal-0216.jpg,-82.19,Dark
healthy,Male_Normal-0217.jpg,-95.2,Dark
healthy,Male_Normal-0218.jpg,-31.73,Dark
healthy,Male_Normal-0219.jpg,124.07,Very Light
healthy,Male_Normal-0220.jpg,-172.87,Dark
healthy,Male_Normal-0221.jpg,98.99,Very Light
healthy,Male_Normal-0222.jpg,-71.87,Dark
healthy,Male_Normal-0223.jpg,-90.0,Dark
healthy,Male_Normal-0224.jpg,-94.34,Dark
healthy,Male_Normal-0225.jpg,131.58,Very Light
healthy,Male_Normal-0226.jpg,-89.76,Dark
healthy,Male_Normal-0227.jpg,-127.55,Dark
healthy,Male_Normal-0228.jpg,-105.24,Dark
healthy,Male_Normal-0229.jpg,-101.04,Dark
healthy,Male_Normal-0230.jpg,-92.38,Dark
healthy,Male_Normal-0231.jpg,-103.72,Dark
healthy,Male_Normal-0232.jpg,-138.54,Dark
healthy,Male_Normal-0233.jpg,-166.87,Dark
healthy,Male_Normal-0234.jpg,-117.69,Dark
healthy,Male_Normal-0235.jpg,-114.32,Dark
healthy,Male_Normal-0236.jpg,-121.13,Dark
healthy,Male_Normal-0237.jpg,-118.13,Dark
healthy,Male_Normal-0238.jpg,-73.61,Dark
healthy,Male_Normal-0239.jpg,-69.51,Dark
healthy,Male_Normal-0240.jpg,-142.57,Dark
healthy,Male_Normal-0241.jpg,16.28,Tan
healthy,Male_Normal-0242.jpg,-71.04,Dark
healthy,Male_Normal-0243.jpg,-93.49,Dark
healthy,Male_Normal-0244.jpg,-88.35,Dark
healthy,Male_Normal-0245.jpg,-92.84,Dark
healthy,Male_Normal-0246.jpg,-87.8,Dark
healthy,Male_Normal-0247.jpg,-115.62,Dark
healthy,Male_Normal-0248.jpg,-97.65,Dark
healthy,Male_Normal-0249.jpg,-112.19,Dark
healthy,Male_Normal-0250.jpg,-86.75,Dark
healthy,Male_Normal-0251.jpg,-89.71,Dark
healthy,Male_Normal-0252.jpg,-90.0,Dark
healthy,Male_Normal-0253.jpg,167.87,Very Light
healthy,Male_Normal-0254.jpg,-84.5,Dark
healthy,Male_Normal-0255.jpg,134.32,Very Light
healthy,Male_Normal-0256.jpg,-103.67,Dark
healthy,Male_Normal-0257.jpg,-39.43,Dark
healthy,Male_Normal-0258.jpg,3.56,Brown
healthy,Male_Normal-0259.jpg,-81.73,Dark
healthy,Male_Normal-0260.jpg,-85.55,Dark
healthy,Male_Normal-0261.jpg,-84.64,Dark
healthy,Male_Normal-0262.jpg,-84.17,Dark
healthy,Male_Normal-0263.jpg,-94.98,Dark
healthy,Male_Normal-0264.jpg,-106.03,Dark
healthy,Male_Normal-0265.jpg,101.14,Very Light
healthy,Male_Normal-0266.jpg,117.06,Very Light
healthy,Male_Normal-0267.jpg,-100.49,Dark
healthy,Male_Normal-0268.jpg,139.77,Very Light
healthy,Male_Normal-0269.jpg,-86.26,Dark
healthy,Male_Normal-0270.jpg,-89.82,Dark
healthy,Male_Normal-0271.jpg,-87.86,Dark
healthy,Male_Normal-0272.jpg,-84.22,Dark
healthy,Male_Normal-0273.jpg,-101.12,Dark
healthy,Male_Normal-0274.jpg,-102.98,Dark
healthy,Male_Normal-0275.jpg,-41.31,Dark
healthy,Male_Normal-0276.jpg,119.99,Very Light
healthy,Male_Normal-0277.jpg,-75.39,Dark
healthy,Male_Normal-0278.jpg,-81.05,Dark
healthy,Male_Normal-0279.jpg,80.8,Very Light
healthy,Male_Normal-0280.jpg,86.33,Very Light
healthy,Male_Normal-0281.jpg,83.34,Very Light
healthy,Male_Normal-0282.jpg,59.9,Very Light
healthy,Male_Normal-0283.jpg,86.32,Very Light
healthy,Male_Normal-0284.jpg,77.53,Very Light
healthy,Male_Normal-0285.jpg,80.0,Very Light
healthy,Male_Normal-0286.jpg,84.43,Very Light
healthy,Male_Normal-0287.jpg,80.51,Very Light
healthy,Male_Normal-0288.jpg,77.09,Very Light
healthy,Male_Normal-0289.jpg,73.67,Very Light
healthy,Male_Normal-0290.jpg,71.12,Very Light
healthy,Male_Normal-0291.jpg,78.28,Very Light
healthy,Male_Normal-0292.jpg,73.13,Very Light
healthy,Male_Normal-0293.jpg,58.75,Very Light
healthy,Male_Normal-0294.jpg,72.92,Very Light
healthy,Male_Normal-0295.jpg,-45.26,Dark
healthy,Male_Normal-0296.jpg,48.7,Light
healthy,Male_Normal-0297.jpg,84.34,Very Light
healthy,Male_Normal-0298.jpg,80.07,Very Light
healthy,Male_Normal-0299.jpg,79.98,Very Light
healthy,Male_Normal-0300.jpg,86.28,Very Light
healthy,Male_Normal-0301.jpg,81.9,Very Light
healthy,Male_Normal-0302.jpg,82.92,Very Light
healthy,Male_Normal-0303.jpg,86.05,Very Light
healthy,Male_Normal-0304.jpg,74.13,Very Light
healthy,Male_Normal-0305.jpg,91.3,Very Light
healthy,Male_Normal-0306.jpg,86.0,Very Light
healthy,Male_Normal-0307.jpg,84.08,Very Light
healthy,Male_Normal-0308.jpg,85.14,Very Light
healthy,Male_Normal-0309.jpg,84.67,Very Light
healthy,Male_Normal-0310.jpg,85.67,Very Light
healthy,Male_Normal-0311.jpg,48.71,Light
healthy,Male_Normal-0312.jpg,49.09,Light
healthy,Male_Normal-0313.jpg,74.95,Very Light
healthy,Male_Normal-0314.jpg,73.64,Very Light
healthy,Male_Normal-0315.jpg,72.63,Very Light
healthy,Male_Normal-0316.jpg,73.46,Very Light
healthy,Male_Normal-0317.jpg,75.82,Very Light
healthy,Male_Normal-0318.jpg,76.58,Very Light
healthy,Male_Normal-0319.jpg,63.14,Very Light
healthy,Male_Normal-0320.jpg,69.21,Very Light
healthy,Male_Normal-0321.jpg,72.8,Very Light
healthy,Male_Normal-0322.jpg,80.96,Very Light
healthy,Male_Normal-0323.jpg,79.95,Very Light
healthy,Male_Normal-0324.jpg,71.82,Very Light
healthy,Male_Normal-0325.jpg,81.22,Very Light
healthy,Male_Normal-0326.jpg,73.75,Very Light
healthy,Male_Normal-0327.jpg,5.77,Brown
healthy,Male_Normal-0328.jpg,47.89,Light
healthy,Male_Normal-0329.jpg,87.2,Very Light
healthy,Male_Normal-0330.jpg,91.35,Very Light
healthy,Male_Normal-0331.jpg,91.89,Very Light
healthy,Male_Normal-0332.jpg,83.25,Very Light
healthy,Male_Normal-0333.jpg,85.33,Very Light
healthy,Male_Normal-0334.jpg,91.05,Very Light
healthy,Male_Normal-0335.jpg,29.59,Intermediate
healthy,Male_Normal-0336.jpg,30.26,Intermediate
healthy,Male_Normal-0337.jpg,65.01,Very Light
healthy,Male_Normal-0338.jpg,76.17,Very Light
healthy,Male_Normal-0339.jpg,68.36,Very Light
healthy,Male_Normal-0340.jpg,78.57,Very Light
healthy,Male_Normal-0341.jpg,74.14,Very Light
healthy,Male_Normal-0342.jpg,83.01,Very Light
healthy,Male_Normal-0343.jpg,8.71,Brown
healthy,Male_Normal-0344.jpg,13.74,Tan
healthy,Male_Normal-0345.jpg,78.57,Very Light
healthy,Male_Normal-0346.jpg,80.32,Very Light
healthy,Male_Normal-0347.jpg,82.46,Very Light
healthy,Male_Normal-0348.jpg,83.24,Very Light
healthy,Male_Normal-0349.jpg,80.66,Very Light
healthy,Male_Normal-0350.jpg,86.05,Very Light
healthy,Male_Normal-0351.jpg,-8.29,Brown
healthy,Male_Normal-0352.jpg,64.82,Very Light
healthy,Male_Normal-0353.jpg,85.15,Very Light
healthy,Male_Normal-0354.jpg,85.85,Very Light
healthy,Male_Normal-0355.jpg,85.59,Very Light
healthy,Male_Normal-0356.jpg,86.17,Very Light
healthy,Male_Normal-0357.jpg,85.43,Very Light
healthy,Male_Normal-0358.jpg,85.88,Very Light
healthy,Male_Normal-0359.jpg,32.82,Intermediate
healthy,Male_Normal-0360.jpg,43.12,Light
healthy,Male_Normal-0361.jpg,73.93,Very Light
healthy,Male_Normal-0362.jpg,51.15,Light
healthy,Male_Normal-0363.jpg,78.06,Very Light
healthy,Male_Normal-0364.jpg,86.52,Very Light
healthy,Male_Normal-0365.jpg,75.12,Very Light
healthy,Male_Normal-0366.jpg,69.27,Very Light
healthy,Male_Normal-0367.jpg,-29.01,Brown
healthy,Male_Normal-0368.jpg,84.84,Very Light
healthy,Male_Normal-0369.jpg,69.42,Very Light
healthy,Male_Normal-0370.jpg,72.4,Very Light
healthy,Male_Normal-0371.jpg,72.96,Very Light
healthy,Male_Normal-0372.jpg,50.99,Light
healthy,Male_Normal-0373.jpg,68.51,Very Light
healthy,Male_Normal-0374.jpg,71.86,Very Light
healthy,Male_Normal-0375.jpg,20.63,Tan
healthy,Male_Normal-0376.jpg,28.21,Intermediate
healthy,Male_Normal-0377.jpg,68.36,Very Light
healthy,Male_Normal-0378.jpg,79.43,Very Light
healthy,Male_Normal-0379.jpg,71.88,Very Light
healthy,Male_Normal-0380.jpg,75.46,Very Light
healthy,Male_Normal-0381.jpg,75.32,Very Light
healthy,Male_Normal-0382.jpg,74.78,Very Light
healthy,Male_Normal-0383.jpg,64.66,Very Light
healthy,Male_Normal-0384.jpg,70.38,Very Light
healthy,Male_Normal-0385.jpg,84.81,Very Light
healthy,Male_Normal-0386.jpg,91.5,Very Light
healthy,Male_Normal-0387.jpg,78.69,Very Light
healthy,Male_Normal-0388.jpg,84.16,Very Light
healthy,Male_Normal-0389.jpg,87.7,Very Light
healthy,Male_Normal-0390.jpg,92.22,Very Light
healthy,Male_Normal-0391.jpg,36.71,Intermediate
healthy,Male_Normal-0392.jpg,62.2,Very Light
healthy,Male_Normal-0393.jpg,81.56,Very Light
healthy,Male_Normal-0394.jpg,82.39,Very Light
healthy,Male_Normal-0395.jpg,9.71,Brown
healthy,Male_Normal-0396.jpg,61.29,Very Light
healthy,Male_Normal-0397.jpg,76.96,Very Light
healthy,Male_Normal-0398.jpg,85.96,Very Light
healthy,Male_Normal-0399.jpg,61.86,Very Light
healthy,Male_Normal-0400.jpg,78.49,Very Light
healthy,Male_Normal-0401.jpg,78.98,Very Light
healthy,Male_Normal-0402.jpg,87.07,Very Light
healthy,Male_Normal-0403.jpg,85.31,Very Light
healthy,Male_Normal-0404.jpg,81.4,Very Light
healthy,Male_Normal-0405.jpg,82.45,Very Light
healthy,Male_Normal-0406.jpg,85.97,Very Light
healthy,Male_Normal-0407.jpg,-5.38,Brown
healthy,Male_Normal-0408.jpg,59.28,Very Light
healthy,Male_Normal-0409.jpg,91.21,Very Light
healthy,Male_Normal-0410.jpg,86.74,Very Light
healthy,Male_Normal-0411.jpg,86.5,Very Light
healthy,Male_Normal-0412.jpg,78.9,Very Light
healthy,Male_Normal-0413.jpg,73.55,Very Light
healthy,Male_Normal-0414.jpg,86.72,Very Light
healthy,Male_Normal-0415.jpg,34.8,Intermediate
healthy,Male_Normal-0416.jpg,60.06,Very Light
healthy,Male_Normal-0417.jpg,71.85,Very Light
healthy,Male_Normal-0418.jpg,78.38,Very Light
healthy,Male_Normal-0419.jpg,79.73,Very Light
healthy,Male_Normal-0420.jpg,71.56,Very Light
healthy,Male_Normal-0421.jpg,69.94,Very Light
healthy,Male_Normal-0422.jpg,71.04,Very Light
healthy,Male_Normal-0423.jpg,9.27,Brown
healthy,Male_Normal-0424.jpg,63.75,Very Light
healthy,Male_Normal-0425.jpg,32.24,Intermediate
healthy,Male_Normal-0426.jpg,57.24,Very Light
healthy,Male_Normal-0427.jpg,14.86,Tan
healthy,Male_Normal-0428.jpg,74.68,Very Light
healthy,Male_Normal-0429.jpg,70.54,Very Light
healthy,Male_Normal-0430.jpg,68.32,Very Light
healthy,Male_Normal-0431.jpg,64.13,Very Light
healthy,Male_Normal-0432.jpg,53.78,Light
healthy,Male_Normal-0433.jpg,74.1,Very Light
healthy,Male_Normal-0434.jpg,84.19,Very Light
healthy,Male_Normal-0435.jpg,68.52,Very Light
healthy,Male_Normal-0436.jpg,76.73,Very Light
healthy,Male_Normal-0437.jpg,77.92,Very Light
healthy,Male_Normal-0438.jpg,84.33,Very Light
healthy,Male_Normal-0439.jpg,46.38,Light
healthy,Male_Normal-0440.jpg,39.61,Intermediate
healthy,Male_Normal-0441.jpg,81.19,Very Light
healthy,Male_Normal-0442.jpg,70.14,Very Light
healthy,Male_Normal-0443.jpg,-89.6,Dark
healthy,Male_Normal-0444.jpg,83.76,Very Light
healthy,Male_Normal-0445.jpg,81.74,Very Light
healthy,Male_Normal-0446.jpg,-86.24,Dark
healthy,Male_Normal-0447.jpg,-93.61,Dark
healthy,Male_Normal-0448.jpg,-87.3,Dark
healthy,Male_Normal-0449.jpg,91.36,Very Light
healthy,Male_Normal-0450.jpg,93.13,Very Light
healthy,Male_Normal-0451.jpg,102.94,Very Light
healthy,Male_Normal-0452.jpg,89.56,Very Light
healthy,Male_Normal-0453.jpg,91.53,Very Light
healthy,Male_Normal-0454.jpg,91.75,Very Light
healthy,Male_Normal-0455.jpg,70.42,Very Light
healthy,Male_Normal-0456.jpg,78.58,Very Light
healthy,Male_Normal-0457.jpg,85.43,Very Light
healthy,Male_Normal-0458.jpg,74.9,Very Light
healthy,Male_Normal-0459.jpg,79.63,Very Light
healthy,Male_Normal-0460.jpg,79.29,Very Light
healthy,Male_Normal-0461.jpg,80.52,Very Light
healthy,Male_Normal-0462.jpg,81.89,Very Light
healthy,Male_Normal-0463.jpg,84.48,Very Light
healthy,Male_Normal-0464.jpg,77.24,Very Light
healthy,Male_Normal-0465.jpg,51.18,Light
healthy,Male_Normal-0466.jpg,92.21,Very Light
healthy,Male_Normal-0467.jpg,91.9,Very Light
healthy,Male_Normal-0468.jpg,130.09,Very Light
healthy,Male_Normal-0469.jpg,85.88,Very Light
healthy,Male_Normal-0470.jpg,91.32,Very Light
healthy,Male_Normal-0471.jpg,92.37,Very Light
healthy,Male_Normal-0472.jpg,59.97,Very Light
healthy,Male_Normal-0473.jpg,38.0,Intermediate
healthy,Male_Normal-0474.jpg,89.09,Very Light
healthy,Male_Normal-0475.jpg,89.4,Very Light
healthy,Male_Normal-0476.jpg,89.41,Very Light
healthy,Male_Normal-0477.jpg,89.96,Very Light
healthy,Male_Normal-0478.jpg,89.35,Very Light
healthy,Male_Normal-0479.jpg,89.21,Very Light
healthy,Male_Normal-0480.jpg,84.05,Very Light
healthy,Male_Normal-0481.jpg,73.84,Very Light
healthy,Male_Normal-0482.jpg,89.95,Very Light
healthy,Male_Normal-0483.jpg,89.95,Very Light
healthy,Male_Normal-0484.jpg,89.31,Very Light
healthy,Male_Normal-0485.jpg,89.26,Very Light
healthy,Male_Normal-0486.jpg,89.95,Very Light
healthy,Male_Normal-0487.jpg,89.21,Very Light
healthy,Male_Normal-0488.jpg,71.3,Very Light
healthy,Male_Normal-0489.jpg,79.28,Very Light
healthy,Male_Normal-0490.jpg,88.55,Very Light
healthy,Male_Normal-0491.jpg,89.32,Very Light
healthy,Male_Normal-0492.jpg,88.87,Very Light
healthy,Male_Normal-0493.jpg,88.1,Very Light
healthy,Male_Normal-0494.jpg,86.08,Very Light
healthy,Male_Normal-0495.jpg,71.49,Very Light
healthy,Male_Normal-0496.jpg,83.43,Very Light
healthy,Male_Normal-0497.jpg,85.07,Very Light
healthy,Male_Normal-0498.jpg,86.7,Very Light
healthy,Male_Normal-0499.jpg,81.05,Very Light
healthy,Male_Normal-0500.jpg,84.07,Very Light
healthy,Male_Normal-0501.jpg,83.35,Very Light
healthy,Male_Normal-0502.jpg,82.99,Very Light
healthy,Male_Normal-0503.jpg,73.32,Very Light
healthy,Male_Normal-0504.jpg,79.38,Very Light
healthy,Male_Normal-0505.jpg,82.4,Very Light
healthy,Male_Normal-0506.jpg,91.56,Very Light
healthy,Male_Normal-0507.jpg,88.97,Very Light
healthy,Male_Normal-0508.jpg,92.58,Very Light
healthy,Male_Normal-0509.jpg,90.0,Very Light
healthy,Male_Normal-0510.jpg,94.83,Very Light
healthy,Male_Normal-0511.jpg,94.62,Very Light
healthy,Male_Normal-0512.jpg,89.94,Very Light
healthy,Male_Normal-0513.jpg,94.49,Very Light
healthy,Male_Normal-0514.jpg,81.56,Very Light
healthy,Male_Normal-0515.jpg,85.23,Very Light
healthy,Male_Normal-0516.jpg,79.81,Very Light
healthy,Male_Normal-0517.jpg,83.96,Very Light
healthy,Male_Normal-0518.jpg,83.32,Very Light
healthy,Male_Normal-0519.jpg,74.11,Very Light
healthy,Male_Normal-0520.jpg,84.76,Very Light
healthy,Male_Normal-0521.jpg,82.86,Very Light
healthy,Male_Normal-0522.jpg,89.22,Very Light
healthy,Male_Normal-0523.jpg,86.07,Very Light
healthy,Male_Normal-0524.jpg,86.18,Very Light
healthy,Male_Normal-0525.jpg,89.3,Very Light
healthy,Male_Normal-0526.jpg,89.92,Very Light
healthy,Male_Normal-0527.jpg,92.41,Very Light
healthy,Male_Normal-0528.jpg,85.93,Very Light
healthy,Male_Normal-0529.jpg,89.35,Very Light
healthy,Male_Normal-0530.jpg,88.61,Very Light
healthy,Male_Normal-0531.jpg,88.8,Very Light
healthy,Male_Normal-0532.jpg,80.03,Very Light
healthy,Male_Normal-0533.jpg,83.11,Very Light
healthy,Male_Normal-0534.jpg,88.44,Very Light
healthy,Male_Normal-0535.jpg,73.91,Very Light
healthy,Male_Normal-0536.jpg,85.99,Very Light
healthy,Male_Normal-0537.jpg,88.84,Very Light
healthy,Male_Normal-0538.jpg,86.9,Very Light
healthy,Male_Normal-0539.jpg,86.32,Very Light
healthy,Male_Normal-0540.jpg,89.41,Very Light
healthy,Male_Normal-0541.jpg,89.95,Very Light
healthy,Male_Normal-0542.jpg,91.05,Very Light
healthy,Male_Normal-0543.jpg,86.15,Very Light
healthy,Male_Normal-0544.jpg,85.73,Very Light
healthy,Male_Normal-0545.jpg,86.75,Very Light
healthy,Male_Normal-0546.jpg,88.32,Very Light
healthy,Male_Normal-0547.jpg,92.8,Very Light
healthy,Male_Normal-0548.jpg,87.15,Very Light
healthy,Male_Normal-0549.jpg,91.43,Very Light
healthy,Male_Normal-0550.jpg,85.25,Very Light
healthy,Male_Normal-0551.jpg,-44.33,Dark
healthy,Male_Normal-0552.jpg,84.18,Very Light
healthy,Male_Normal-0553.jpg,88.56,Very Light
healthy,Male_Normal-0554.jpg,89.33,Very Light
healthy,Male_Normal-0555.jpg,93.36,Very Light
healthy,Male_Normal-0556.jpg,91.96,Very Light
healthy,Male_Normal-0557.jpg,88.23,Very Light
healthy,Male_Normal-0558.jpg,87.32,Very Light
healthy,Male_Normal-0559.jpg,84.36,Very Light
healthy,Male_Normal-0560.jpg,86.28,Very Light
healthy,Male_Normal-0561.jpg,86.66,Very Light
healthy,Male_Normal-0562.jpg,76.89,Very Light
healthy,Male_Normal-0563.jpg,100.76,Very Light
healthy,Male_Normal-0564.jpg,89.78,Very Light
healthy,Male_Normal-0565.jpg,91.77,Very Light
healthy,Male_Normal-0566.jpg,96.4,Very Light
healthy,Male_Normal-0567.jpg,-155.77,Dark
healthy,Male_Normal-0568.jpg,88.0,Very Light
healthy,Male_Normal-0569.jpg,88.76,Very Light
healthy,Male_Normal-0570.jpg,91.45,Very Light
healthy,Male_Normal-0571.jpg,92.89,Very Light
healthy,Male_Normal-0572.jpg,89.06,Very Light
healthy,Male_Normal-0573.jpg,88.26,Very Light
healthy,Male_Normal-0574.jpg,87.95,Very Light
healthy,Male_Normal-0575.jpg,94.04,Very Light
healthy,Male_Normal-0576.jpg,93.33,Very Light
healthy,Male_Normal-0577.jpg,88.31,Very Light
healthy,Male_Normal-0578.jpg,88.82,Very Light
healthy,Male_Normal-0579.jpg,88.85,Very Light
healthy,Male_Normal-0580.jpg,91.33,Very Light
healthy,Male_Normal-0581.jpg,94.33,Very Light
healthy,Male_Normal-0582.jpg,93.67,Very Light
healthy,Male_Normal-0583.jpg,88.6,Very Light
healthy,Male_Normal-0584.jpg,91.98,Very Light
healthy,Male_Normal-0585.jpg,87.68,Very Light
healthy,Male_Normal-0586.jpg,93.96,Very Light
healthy,Male_Normal-0587.jpg,88.38,Very Light
healthy,Male_Normal-0588.jpg,81.55,Very Light
healthy,Male_Normal-0589.jpg,85.53,Very Light
healthy,Male_Normal-0590.jpg,83.68,Very Light
healthy,Male_Normal-0591.jpg,86.15,Very Light
healthy,Male_Normal-0592.jpg,51.6,Light
healthy,Male_Normal-0593.jpg,87.95,Very Light
healthy,Male_Normal-0594.jpg,92.06,Very Light
healthy,Male_Normal-0595.jpg,91.15,Very Light
healthy,Male_Normal-0596.jpg,89.06,Very Light
healthy,Male_Normal-0597.jpg,92.14,Very Light
healthy,Male_Normal-0598.jpg,92.15,Very Light
healthy,Male_Normal-0599.jpg,84.8,Very Light
healthy,Male_Normal-0600.jpg,87.18,Very Light
healthy,Male_Normal-0601.jpg,92.53,Very Light
healthy,Male_Normal-0602.jpg,92.18,Very Light
healthy,Male_Normal-0603.jpg,87.27,Very Light
healthy,Male_Normal-0604.jpg,86.88,Very Light
healthy,Male_Normal-0605.jpg,88.68,Very Light
healthy,Male_Normal-0606.jpg,86.83,Very Light
healthy,Male_Normal-0607.jpg,93.83,Very Light
healthy,Male_Normal-0608.jpg,89.23,Very Light
healthy,Male_Normal-0609.jpg,86.64,Very Light
healthy,Male_Normal-0610.jpg,87.76,Very Light
healthy,Male_Normal-0611.jpg,89.03,Very Light
healthy,Male_Normal-0612.jpg,83.77,Very Light
healthy,Male_Normal-0613.jpg,88.82,Very Light
healthy,Male_Normal-0614.jpg,93.03,Very Light
healthy,Male_Normal-0615.jpg,88.39,Very Light
healthy,Male_Normal-0616.jpg,91.53,Very Light
healthy,Male_Normal-0617.jpg,86.98,Very Light
healthy,Male_Normal-0618.jpg,91.6,Very Light
healthy,Male_Normal-0619.jpg,88.56,Very Light
healthy,Male_Normal-0620.jpg,88.48,Very Light
healthy,Male_Normal-0621.jpg,88.91,Very Light
healthy,Male_Normal-0622.jpg,88.19,Very Light
healthy,Male_Normal-0623.jpg,90.99,Very Light
healthy,Male_Normal-0624.jpg,50.37,Light
healthy,Male_Normal-0625.jpg,87.01,Very Light
healthy,Male_Normal-0626.jpg,92.34,Very Light
healthy,Male_Normal-0627.jpg,85.55,Very Light
healthy,Male_Normal-0628.jpg,88.92,Very Light
healthy,Male_Normal-0629.jpg,87.81,Very Light
healthy,Male_Normal-0630.jpg,92.07,Very Light
healthy,Male_Normal-0631.jpg,76.83,Very Light
healthy,Male_Normal-0632.jpg,86.57,Very Light
healthy,Male_Normal-0633.jpg,88.9,Very Light
healthy,Male_Normal-0634.jpg,79.19,Very Light
healthy,Male_Normal-0635.jpg,89.04,Very Light
healthy,Male_Normal-0636.jpg,89.61,Very Light
healthy,Male_Normal-0637.jpg,88.74,Very Light
healthy,Male_Normal-0638.jpg,91.66,Very Light
healthy,Male_Normal-0639.jpg,89.18,Very Light
healthy,Male_Normal-0640.jpg,88.76,Very Light
healthy,Male_Normal-0641.jpg,82.12,Very Light
healthy,Male_Normal-0642.jpg,88.58,Very Light
healthy,Male_Normal-0643.jpg,91.41,Very Light
healthy,Male_Normal-0644.jpg,86.06,Very Light
healthy,Male_Normal-0645.jpg,88.8,Very Light
healthy,Male_Normal-0646.jpg,88.61,Very Light
healthy,Male_Normal-0647.jpg,65.06,Very Light
healthy,Male_Normal-0648.jpg,83.37,Very Light
healthy,Male_Normal-0649.jpg,85.57,Very Light
healthy,Male_Normal-0650.jpg,85.95,Very Light
healthy,Male_Normal-0651.jpg,82.63,Very Light
healthy,Male_Normal-0652.jpg,-26.9,Brown
healthy,Male_Normal-0653.jpg,82.85,Very Light
healthy,Male_Normal-0654.jpg,86.21,Very Light
healthy,Male_Normal-0655.jpg,88.75,Very Light
healthy,Male_Normal-0656.jpg,80.02,Very Light
healthy,Male_Normal-0657.jpg,79.53,Very Light
healthy,Male_Normal-0658.jpg,85.21,Very Light
healthy,Male_Normal-0659.jpg,86.79,Very Light
healthy,Male_Normal-0660.jpg,43.49,Light
healthy,Male_Normal-0661.jpg,77.95,Very Light
healthy,Male_Normal-0662.jpg,83.44,Very Light
healthy,Male_Normal-0663.jpg,-67.16,Dark
healthy,Male_Normal-0664.jpg,47.13,Light
healthy,Male_Normal-0665.jpg,92.27,Very Light
healthy,Male_Normal-0666.jpg,85.76,Very Light
healthy,Male_Normal-0667.jpg,88.06,Very Light
healthy,Male_Normal-0668.jpg,82.19,Very Light
healthy,Male_Normal-0669.jpg,82.22,Very Light
healthy,Male_Normal-0670.jpg,83.94,Very Light
healthy,Male_Normal-0671.jpg,89.9,Very Light
healthy,Male_Normal-0672.jpg,93.92,Very Light
healthy,Male_Normal-0673.jpg,88.56,Very Light
healthy,Male_Normal-0674.jpg,85.27,Very Light
healthy,Male_Normal-0675.jpg,88.07,Very Light
healthy,Male_Normal-0676.jpg,88.64,Very Light
healthy,Male_Normal-0677.jpg,88.51,Very Light
healthy,Male_Normal-0678.jpg,83.95,Very Light
healthy,Male_Normal-0679.jpg,-28.99,Brown
healthy,Male_Normal-0680.jpg,14.51,Tan
healthy,Male_Normal-0681.jpg,92.71,Very Light
healthy,Male_Normal-0682.jpg,88.72,Very Light
healthy,Male_Normal-0683.jpg,81.21,Very Light
healthy,Male_Normal-0684.jpg,71.29,Very Light
healthy,Male_Normal-0685.jpg,88.07,Very Light
healthy,Male_Normal-0686.jpg,87.89,Very Light
healthy,Male_Normal-0687.jpg,91.75,Very Light
healthy,Male_Normal-0688.jpg,84.39,Very Light
healthy,Male_Normal-0689.jpg,72.25,Very Light
healthy,Male_Normal-0690.jpg,81.21,Very Light
healthy,Male_Normal-0691.jpg,83.33,Very Light
healthy,Male_Normal-0692.jpg,83.25,Very Light
healthy,Male_Normal-0693.jpg,62.33,Very Light
healthy,Male_Normal-0694.jpg,74.95,Very Light
healthy,Male_Normal-0695.jpg,69.8,Very Light
healthy,Male_Normal-0696.jpg,78.26,Very Light
healthy,Male_Normal-0697.jpg,78.97,Very Light
healthy,Male_Normal-0698.jpg,80.48,Very Light
healthy,Male_Normal-0699.jpg,83.61,Very Light
healthy,Male_Normal-0700.jpg,85.22,Very Light
healthy,Male_Normal-0701.jpg,84.44,Very Light
healthy,Male_Normal-0702.jpg,79.03,Very Light
healthy,Male_Normal-0703.jpg,51.11,Light
healthy,Male_Normal-0704.jpg,18.21,Tan
healthy,Male_Normal-0705.jpg,84.88,Very Light
healthy,Male_Normal-0706.jpg,79.97,Very Light
healthy,Male_Normal-0707.jpg,80.92,Very Light
healthy,Male_Normal-0708.jpg,84.21,Very Light
healthy,Male_Normal-0709.jpg,84.46,Very Light
healthy,Male_Normal-0710.jpg,76.08,Very Light
healthy,Male_Normal-0711.jpg,82.05,Very Light
healthy,Male_Normal-0712.jpg,60.5,Very Light
healthy,Male_Normal-0713.jpg,79.99,Very Light
healthy,Male_Normal-0714.jpg,76.48,Very Light
healthy,Male_Normal-0715.jpg,81.24,Very Light
healthy,Male_Normal-0716.jpg,89.11,Very Light
healthy,Male_Normal-0717.jpg,88.48,Very Light
healthy,Male_Normal-0718.jpg,82.63,Very Light
healthy,Male_Normal-0719.jpg,96.73,Very Light
healthy,Male_Normal-0720.jpg,86.76,Very Light
healthy,Male_Normal-0721.jpg,72.81,Very Light
healthy,Male_Normal-0722.jpg,80.01,Very Light
healthy,Male_Normal-0723.jpg,85.84,Very Light
healthy,Male_Normal-0724.jpg,90.84,Very Light
healthy,Male_Normal-0725.jpg,82.92,Very Light
healthy,Male_Normal-0726.jpg,90.86,Very Light
healthy,Male_Normal-0727.jpg,87.01,Very Light
healthy,Male_Normal-0728.jpg,84.66,Very Light
